time,AccX,AccY,AccZ 
27487.0,-0.01641845703125,-0.884765625,0.5028076171875 
 ,0.0008544921875,-0.8756103515625,0.509521484375 
 ,0.01080322265625,-0.8729248046875,0.51177978515625 
 ,0.01513671875,-0.8773193359375,0.5130615234375 
 ,0.01715087890625,-0.88214111328125,0.51751708984375 
 ,0.01287841796875,-0.88409423828125,0.5167236328125 
 ,0.0076904296875,-0.88092041015625,0.5126953125 
 ,0.004638671875,-0.874755859375,0.5118408203125 
 ,0.0047607421875,-0.8702392578125,0.5120849609375 
 ,0.00616455078125,-0.87176513671875,0.51104736328125 
 ,0.00506591796875,-0.873291015625,0.5047607421875 
 ,0.001953125,-0.87451171875,0.50140380859375 
 ,0.0001220703125,-0.878662109375,0.49945068359375 
 ,-0.00152587890625,-0.884765625,0.498291015625 
 ,-0.00372314453125,-0.88775634765625,0.4967041015625 
 ,-0.00689697265625,-0.88787841796875,0.4920654296875 
 ,-0.0115966796875,-0.87725830078125,0.51495361328125 
 ,-0.01226806640625,-0.86541748046875,0.50152587890625 
 ,-0.0072021484375,-0.88665771484375,0.47430419921875 
 ,-0.00408935546875,-0.87188720703125,0.5059814453125 
 ,0.0054931640625,-0.88067626953125,0.487060546875 
 ,0.002197265625,-0.8795166015625,0.50537109375 
 ,-0.00457763671875,-0.87445068359375,0.50701904296875 
 ,-0.0023193359375,-0.87799072265625,0.49652099609375 
 ,0.00299072265625,-0.88262939453125,0.501708984375 
 ,0.0048828125,-0.88336181640625,0.50726318359375 
 ,-0.00054931640625,-0.88330078125,0.50201416015625 
 ,-0.0054931640625,-0.88739013671875,0.49853515625 
 ,-0.00848388671875,-0.89202880859375,0.49957275390625 
 ,-0.0101318359375,-0.89111328125,0.49896240234375 
 ,-0.0107421875,-0.88519287109375,0.49822998046875 
 ,-0.0093994140625,-0.8839111328125,0.49664306640625 
 ,-0.0072021484375,-0.8856201171875,0.4957275390625 
 ,-0.00640869140625,-0.88446044921875,0.496337890625 
 ,-0.0064697265625,-0.88165283203125,0.4959716796875 
 ,-0.00653076171875,-0.8797607421875,0.496826171875 
 ,-0.00750732421875,-0.87994384765625,0.496826171875 
 ,-0.00921630859375,-0.882080078125,0.49639892578125 
 ,-0.01165771484375,-0.88134765625,0.4959716796875 
 ,-0.012939453125,-0.88092041015625,0.49591064453125 
 ,-0.01373291015625,-0.8812255859375,0.49615478515625 
 ,-0.01080322265625,-0.88226318359375,0.49237060546875 
 ,-0.00830078125,-0.88336181640625,0.49090576171875 
 ,-0.00543212890625,-0.88433837890625,0.49273681640625 
 ,-0.00408935546875,-0.8836669921875,0.495361328125 
 ,-0.0050048828125,-0.8836669921875,0.49603271484375 
 ,-0.0048828125,-0.88262939453125,0.49957275390625 
 ,-0.00653076171875,-0.8812255859375,0.50311279296875 
 ,-0.00689697265625,-0.8807373046875,0.511962890625 
 ,-0.0081787109375,-0.8800048828125,0.51458740234375 
 ,-0.0086669921875,-0.88031005859375,0.501708984375 
 ,-0.009765625,-0.87841796875,0.505615234375 
 ,-0.0101318359375,-0.87451171875,0.50946044921875 
 ,-0.0101318359375,-0.8758544921875,0.48583984375 
 ,-0.010498046875,-0.88134765625,0.48138427734375 
 ,-0.00506591796875,-0.885498046875,0.48638916015625 
 ,-0.00201416015625,-0.8843994140625,0.49798583984375 
 ,-0.00518798828125,-0.874755859375,0.5107421875 
 ,-0.00579833984375,-0.8753662109375,0.50677490234375 
 ,-0.01202392578125,-0.8795166015625,0.49908447265625 
 ,-0.0230712890625,-0.8809814453125,0.49151611328125 
 ,-0.026611328125,-0.8834228515625,0.482666015625 
 ,-0.01953125,-0.8843994140625,0.48382568359375 
 ,-0.00836181640625,-0.88482666015625,0.48602294921875 
 ,-0.00421142578125,-0.8843994140625,0.48577880859375 
 ,-0.00567626953125,-0.8848876953125,0.48968505859375 
 ,-0.01007080078125,-0.88629150390625,0.49267578125 
 ,-0.01220703125,-0.88787841796875,0.4913330078125 
 ,-0.01324462890625,-0.8890380859375,0.49139404296875 
 ,-0.0113525390625,-0.88720703125,0.49249267578125 
 ,-0.01055908203125,-0.88397216796875,0.4954833984375 
 ,-0.01165771484375,-0.8814697265625,0.4954833984375 
 ,-0.01300048828125,-0.88140869140625,0.4935302734375 
 ,-0.01373291015625,-0.88348388671875,0.49212646484375 
 ,-0.01568603515625,-0.884765625,0.49169921875 
 ,-0.01605224609375,-0.882080078125,0.494384765625 
 ,-0.0145263671875,-0.8809814453125,0.49249267578125 
 ,-0.01397705078125,-0.88427734375,0.49224853515625 
 ,-0.0205078125,-0.876953125,0.5179443359375 
 ,-0.02435302734375,-0.8699951171875,0.50079345703125 
 ,-0.02447509765625,-0.89129638671875,0.4808349609375 
 ,-0.0233154296875,-0.87689208984375,0.5120849609375 
 ,-0.01629638671875,-0.88580322265625,0.48846435546875 
 ,-0.0198974609375,-0.88018798828125,0.50372314453125 
 ,-0.02923583984375,-0.8765869140625,0.50372314453125 
 ,-0.02716064453125,-0.88043212890625,0.489990234375 
 ,-0.02130126953125,-0.88330078125,0.49267578125 
 ,-0.0159912109375,-0.88055419921875,0.4984130859375 
